x,y
1.0,6.245071229516849
1.4736842105263157,6.003129864032696
1.9473684210526314,7.892585438729986
2.4210526315789473,9.91612373198046
2.894736842105263,7.99087520107289
3.3684210526315788,8.701426143523598
3.8421052631578947,12.13197711799793
4.315789473684211,11.624836304255679
4.789473684210526,10.47999894741336
5.263157894736842,12.70857690748421
5.7368421052631575,11.910136618676043
6.2105263157894735,12.617194843328825
6.684210526315789,14.389259196822737
7.157894736842105,11.86692173827646
7.63157894736842,12.85999167228308
8.105263157894736,15.314463442980644
8.578947368421051,15.349174372129939
9.052631578947368,18.050318367313963
9.526315789473683,16.927437570928706
10.0,16.88154444799706
